id,text,is_complaint_true
1407,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1408,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1409,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1410,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1411,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1412,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1413,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1414,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1415,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1416,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1417,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1418,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1419,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1420,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1421,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1422,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1423,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1424,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1425,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1426,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1427,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1428,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1429,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1430,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1431,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1432,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1433,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1434,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1435,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1436,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1437,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1438,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1439,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1440,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1441,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1442,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1443,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1444,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1445,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1446,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1447,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1448,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1449,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1450,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1451,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1452,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1453,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1454,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1455,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1456,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1457,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1458,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1459,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1460,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1461,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1462,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1463,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1464,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1465,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1466,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1467,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1468,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1469,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1470,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1471,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1472,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1473,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1474,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1475,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1476,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1477,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1478,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1479,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1480,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1481,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1482,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1483,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1484,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1485,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1486,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1487,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1488,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1489,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1490,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1491,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1492,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1493,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1494,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1495,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1496,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1497,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1498,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1499,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1500,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1501,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1502,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1503,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1504,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1505,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1506,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1507,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1508,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1509,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1510,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1511,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1512,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1513,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1514,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1515,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1516,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1517,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1518,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1519,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1520,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1521,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1522,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1523,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1524,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1525,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1526,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1527,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1528,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1529,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1530,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1531,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1532,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1533,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1534,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1535,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1536,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1537,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1538,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1539,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1540,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1541,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1542,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1543,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1544,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1545,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1546,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1547,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1548,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1549,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1550,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1551,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1552,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1553,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1554,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1555,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1556,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1557,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1558,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1559,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1560,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1561,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1562,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1563,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1564,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1565,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1566,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1567,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1568,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1569,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1570,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1571,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1572,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1573,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1574,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1575,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1576,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1577,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1578,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1579,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1580,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1581,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1582,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1583,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1584,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1585,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1586,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1587,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1588,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1589,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1590,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1591,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1592,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1593,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1594,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1595,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1596,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1597,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1598,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1599,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1600,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1601,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1602,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1603,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1604,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
1605,Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · There are many shortcomings in the service of #IndianRailways ,False
1606,ANI ANI  @ANI · 19 trains to and from Delhi are running late due to operational reasons and fog conditions in some parts of north India: Indian ,False
1607,"Doolally Doolally  @godoolally · 6. Literally meaning, ""Mirror of the Sky"" in Urdu, it was built in the shape of a scorpion with 2 stings spread out as wings. Which architectural marvel is this, that is also given recognition by the South Central Railways of the",False
1608,Mizu_Ren Mizu_Ren  @Mira_Ishhu · Though #IndianRailways ,False
1609,SUHEL SETH SUHEL SETH  @Suhelseth · I love train journeys. I love platform food; I love the odour and I admire the staff of the Railways . Rajdhani and Shatabdi are outstanding: the food on,False
1610,"Ananth Rupanagudi Ananth Rupanagudi  @Ananth_IRAS · Had to school a parent to instruct his kid not to climb on a berth wearing his shoes. More often, the quality of upbringing gets reflected during the train journeys. #IndianRailways 28",False
1611,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide ·  Indian ,False
1612,Indian Tech & Infra Indian Tech & Infra  @IndianTechGuide · Mumbai-Ahmedabad Bullet train project completion date depends on award of all tenders. ( Indian ,False
1613,News Arena India News Arena India  @NewsArenaIndia · Indian  Railways,False
